City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
326,Broadstairs,0,GB,1610292728,90,51.3591,1.4394,37.99,3.0
327,Bandarbeyla,0,SO,1610292728,70,9.4942,50.8122,73.45,24.54
328,Tuktoyaktuk,20,CA,1610292728,84,69.4541,-133.0374,-7.6,8.05
329,San Patricio,90,US,1610292728,100,28.017,-97.5169,57.2,19.57
330,Sosnovka,100,RU,1610292728,94,56.255,51.2842,8.35,10.51
331,Khasan,0,RU,1610292729,85,42.4308,130.6434,12.94,14.92
332,Karratha,0,AU,1610292729,52,-20.7377,116.8463,90.48,9.01
333,Sitka,90,US,1610292729,76,57.0531,-135.33,44.6,21.85
334,Tessalit,55,ML,1610292729,10,20.1986,1.0114,92.84,12.15
335,Potosí,95,BO,1610292729,37,-19.5836,-65.7531,58.23,5.1
336,Abhā,20,SA,1610292729,76,18.2164,42.5053,57.2,12.66
337,Fortuna,40,US,1610292729,100,40.5982,-124.1573,48.99,4.54
338,Road Town,20,VG,1610292729,70,18.4167,-64.6167,84.2,8.05
339,Lerwick,40,GB,1610292729,75,60.1545,-1.1494,37.4,23.02
340,Talnakh,90,RU,1610292730,76,69.4865,88.3972,-19.25,0.89
341,Gwanda,0,ZW,1610292730,37,-20.9333,29.0,84.02,7.58
342,Roebourne,0,AU,1610292730,51,-20.7833,117.1333,90.21,8.9
343,Schrobenhausen,20,DE,1610292730,86,48.55,11.2667,28.99,3.44
344,Tall Kayf,0,TR,1610292730,25,37.0833,41.0667,51.8,6.91
345,Bānapur,27,IN,1610292730,72,19.7833,85.1833,73.42,3.69
346,Salalah,0,OM,1610292730,35,17.0151,54.0924,73.4,2.3
347,Gao,0,ML,1610292730,9,16.6362,1.637,94.96,9.55
348,Chui,23,UY,1610292731,62,-33.6971,-53.4616,83.44,11.52
349,Mapiripán,78,CO,1610292731,87,2.8892,-72.1256,76.6,5.59
350,Kisumu,99,KE,1610292731,80,-0.1022,34.7617,69.64,2.86
351,Umm Kaddadah,0,SD,1610292731,18,13.6017,26.6876,74.86,11.99
